id,title,5th,10th,first_positive_5,second_view_1,third_rating_people_5,first_positive_5_1,second_view_1_1,third_rating_people_5_1,first_positive_5_episode,second_view_1_episode,third_rating_people_5_episode,positive,view,rating_people,positive_1,view_1,rating_people_1,positive_episode,view_episode,rating_people_episode,comment_writer_count,comment_writer,pos_keyword_1,pos_keyword_2,pos_keyword_3,neg_keyword_1,neg_keyword_2,neg_keyword_3,label,first_positive_5_story,second_view_1_story,third_rating_people_5_story,positive_story,view_story,rating_people_story,first_positive_5_omnibus,second_view_1_omnibus,third_rating_people_5_omnibus,positive_omnibus,view_omnibus,rating_people_omnibus
8343,[수잉츄|CRAZY CRAYON],0.539912404149392,0.5469958618122653,39.0,671,1492.64,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,39.0,168,1492.64,56.32911392405063,68165.51582278482,8794.260886075948,36.438228438228435,43800.34731934732,6269.397622377623,276,(zmff****),정주행,붐업,시작,역주행완료,ㅁ,시험기간중뭐하는거래니,2,,,,,,,,,,,,
8344,다이어트 뻬띠슈,0.4026744448315993,0.5527488245746659,15.0,8659,493.02,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,20.0,8659,805.8000000000001,84.30379746835443,123234.87658227848,10578.842784810126,57.42307692307692,69250.7703962704,7738.134545454546,197,(zjvm****),붐업,ㅇb,봤습니다,뭥미,짧네,왜,2,,,,,,,,,,,,
8344,다이어트 뻬띠슈,0.4026744448315993,0.5527488245746659,15.0,8659,493.02,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,23.0,8386,729.8199999999999,54.86392405063291,96116.10759493672,9658.456487341771,37.45571095571096,57358.25874125874,6988.803624708625,197,(zjvm****),붐업,ㅇb,봤습니다,뭥미,짧네,왜,2,,,,,,,,,,,,
8344,다이어트 뻬띠슈,0.4026744448315993,0.5527488245746659,15.0,8659,493.02,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,19.0,7219,611.1999999999999,50.813291139240505,80195.39240506329,9311.98018987342,35.62937062937063,50639.46153846154,6635.007855477856,197,(zjvm****),붐업,ㅇb,봤습니다,뭥미,짧네,왜,2,,,,,,,,,,,,
8344,다이어트 뻬띠슈,0.4026744448315993,0.5527488245746659,15.0,8659,493.02,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,19.0,5903,550.62,55.18037974683544,71927.29113924051,9014.11743670886,34.71911421911422,46447.094405594406,6365.26282051282,197,(zjvm****),붐업,ㅇb,봤습니다,뭥미,짧네,왜,2,,,,,,,,,,,,
8344,다이어트 뻬띠슈,0.4026744448315993,0.5527488245746659,15.0,8659,493.02,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,15.0,4789,493.02,56.32911392405063,68165.51582278482,8794.260886075948,36.438228438228435,43800.34731934732,6269.397622377623,197,(zjvm****),붐업,ㅇb,봤습니다,뭥미,짧네,왜,2,,,,,,,,,,,,
8345,나른해 별곰,0.4304006411369669,0.5502413433201208,23.0,734,81.99,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,22.0,734,131.04,84.30379746835443,123234.87658227848,10578.842784810126,57.42307692307692,69250.7703962704,7738.134545454546,125,(zxcv****),붐업,붐업입니다,ㅇb,제발,부탁드립니다,다시,2,,,,,,,,,,,,
8345,나른해 별곰,0.4304006411369669,0.5502413433201208,23.0,734,81.99,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,28.0,502,108.96,54.86392405063291,96116.10759493672,9658.456487341771,37.45571095571096,57358.25874125874,6988.803624708625,125,(zxcv****),붐업,붐업입니다,ㅇb,제발,부탁드립니다,다시,2,,,,,,,,,,,,
8345,나른해 별곰,0.4304006411369669,0.5502413433201208,23.0,734,81.99,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,17.0,330,99.99,50.813291139240505,80195.39240506329,9311.98018987342,35.62937062937063,50639.46153846154,6635.007855477856,125,(zxcv****),붐업,붐업입니다,ㅇb,제발,부탁드립니다,다시,2,,,,,,,,,,,,
8345,나른해 별곰,0.4304006411369669,0.5502413433201208,23.0,734,81.99,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,16.0,219,91.0,55.18037974683544,71927.29113924051,9014.11743670886,34.71911421911422,46447.094405594406,6365.26282051282,125,(zxcv****),붐업,붐업입니다,ㅇb,제발,부탁드립니다,다시,2,,,,,,,,,,,,
8345,나른해 별곰,0.4304006411369669,0.5502413433201208,23.0,734,81.99,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,23.0,177,81.99,56.32911392405063,68165.51582278482,8794.260886075948,36.438228438228435,43800.34731934732,6269.397622377623,125,(zxcv****),붐업,붐업입니다,ㅇb,제발,부탁드립니다,다시,2,,,,,,,,,,,,
8347,소소캣다이어리,0.4349168902556959,0.41028194189739,2.0,4037,336.17999999999995,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,6.0,4037,625.83,84.30379746835443,123234.87658227848,10578.842784810126,57.42307692307692,69250.7703962704,7738.134545454546,28,(ywgo****),완전,앗,재미있게,이야,이게,무슨,2,,,,,,,,,,,,
8347,소소캣다이어리,0.4349168902556959,0.41028194189739,2.0,4037,336.17999999999995,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,5.0,2590,375.06,54.86392405063291,96116.10759493672,9658.456487341771,37.45571095571096,57358.25874125874,6988.803624708625,28,(ywgo****),완전,앗,재미있게,이야,이게,무슨,2,,,,,,,,,,,,
8347,소소캣다이어리,0.4349168902556959,0.41028194189739,2.0,4037,336.17999999999995,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,1.0,1987,274.04,50.813291139240505,80195.39240506329,9311.98018987342,35.62937062937063,50639.46153846154,6635.007855477856,28,(ywgo****),완전,앗,재미있게,이야,이게,무슨,2,,,,,,,,,,,,
8347,소소캣다이어리,0.4349168902556959,0.41028194189739,2.0,4037,336.17999999999995,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,4.0,1704,415.95,55.18037974683544,71927.29113924051,9014.11743670886,34.71911421911422,46447.094405594406,6365.26282051282,28,(ywgo****),완전,앗,재미있게,이야,이게,무슨,2,,,,,,,,,,,,
8347,소소캣다이어리,0.4349168902556959,0.41028194189739,2.0,4037,336.17999999999995,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,2.0,1449,336.17999999999995,56.32911392405063,68165.51582278482,8794.260886075948,36.438228438228435,43800.34731934732,6269.397622377623,28,(ywgo****),완전,앗,재미있게,이야,이게,무슨,2,,,,,,,,,,,,
8348,싸바? 싸바!,0.5238240781799487,0.5998865181227274,41.0,677,699.84,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,88.0,677,963.0,84.30379746835443,123234.87658227848,10578.842784810126,57.42307692307692,69250.7703962704,7738.134545454546,486,(zzam****),붐업,ㅇb,굿,렌즈,렌즈를,of,2,,,,,,,,,,,,
8348,싸바? 싸바!,0.5238240781799487,0.5998865181227274,41.0,677,699.84,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,26.0,362,697.8199999999999,54.86392405063291,96116.10759493672,9658.456487341771,37.45571095571096,57358.25874125874,6988.803624708625,486,(zzam****),붐업,ㅇb,굿,렌즈,렌즈를,of,2,,,,,,,,,,,,
8348,싸바? 싸바!,0.5238240781799487,0.5998865181227274,41.0,677,699.84,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,228.0,229,719.2800000000001,50.813291139240505,80195.39240506329,9311.98018987342,35.62937062937063,50639.46153846154,6635.007855477856,486,(zzam****),붐업,ㅇb,굿,렌즈,렌즈를,of,2,,,,,,,,,,,,
8348,싸바? 싸바!,0.5238240781799487,0.5998865181227274,41.0,677,699.84,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,32.0,205,686.8799999999999,55.18037974683544,71927.29113924051,9014.11743670886,34.71911421911422,46447.094405594406,6365.26282051282,486,(zzam****),붐업,ㅇb,굿,렌즈,렌즈를,of,2,,,,,,,,,,,,
8348,싸바? 싸바!,0.5238240781799487,0.5998865181227274,41.0,677,699.84,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,41.0,179,699.84,56.32911392405063,68165.51582278482,8794.260886075948,36.438228438228435,43800.34731934732,6269.397622377623,486,(zzam****),붐업,ㅇb,굿,렌즈,렌즈를,of,2,,,,,,,,,,,,
8350,조립식,0.5249412579912357,0.5007631634984938,78.0,975,247.07,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,59.0,975,602.3,84.30379746835443,123234.87658227848,10578.842784810126,57.42307692307692,69250.7703962704,7738.134545454546,584,(zzng****),붐업,붐업입니다,붐베,the,of,3,2,,,,,,,,,,,,
8350,조립식,0.5249412579912357,0.5007631634984938,78.0,975,247.07,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,99.0,276,349.21,54.86392405063291,96116.10759493672,9658.456487341771,37.45571095571096,57358.25874125874,6988.803624708625,584,(zzng****),붐업,붐업입니다,붐베,the,of,3,2,,,,,,,,,,,,
8350,조립식,0.5249412579912357,0.5007631634984938,78.0,975,247.07,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,65.0,211,258.06,50.813291139240505,80195.39240506329,9311.98018987342,35.62937062937063,50639.46153846154,6635.007855477856,584,(zzng****),붐업,붐업입니다,붐베,the,of,3,2,,,,,,,,,,,,
8350,조립식,0.5249412579912357,0.5007631634984938,78.0,975,247.07,56.32911392405063,123234.87658227848,8794.260886075948,36.438228438228435,69250.7703962704,6269.397622377623,65.0,143,297.0,55.18037974683544,71927.29113924051,9014.11743670886,34.71911421911422,46447.094405594406,6365.26282051282,584,(zzng****),붐업,붐업입니다,붐베,the,of,3,2,,,,,,,,,,,,
