id,title,5th,10th,first_positive_5,second_view_1,third_rating_people_5,first_positive_5_mean,second_view_1_mean,third_rating_people_5_mean,positive,view,rating_people,comment_writer_count,comment_writer,pos_keyword_1,pos_keyword_2,pos_keyword_3,neg_keyword_1,neg_keyword_2,neg_keyword_3,label
745424,이거지롱,0.5616573623051171,0,14,24278,1844.64,56.32911392405063,123234.87658227848,8794.260886075948,59,24278,2639.91,142,zzaz****,와,위펄래쉬,정식연재,친구랑,술먹고,만나서,1
745424,이거지롱,0.5616573623051171,0,14,24278,1844.64,56.32911392405063,123234.87658227848,8794.260886075948,28,17964,2299.08,142,zzaz****,와,위펄래쉬,정식연재,친구랑,술먹고,만나서,1
745424,이거지롱,0.5616573623051171,0,14,24278,1844.64,56.32911392405063,123234.87658227848,8794.260886075948,30,20661,2521.26,142,zzaz****,와,위펄래쉬,정식연재,친구랑,술먹고,만나서,1
745424,이거지롱,0.5616573623051171,0,14,24278,1844.64,56.32911392405063,123234.87658227848,8794.260886075948,26,19798,2178.0,142,zzaz****,와,위펄래쉬,정식연재,친구랑,술먹고,만나서,1
745424,이거지롱,0.5616573623051171,0,14,24278,1844.64,56.32911392405063,123234.87658227848,8794.260886075948,14,18453,1844.64,142,zzaz****,와,위펄래쉬,정식연재,친구랑,술먹고,만나서,1
