id,title,5th,10th,first_positive_5,second_view_1,third_rating_people_5,first_positive_5_mean,second_view_1_mean,third_rating_people_5_mean,positive,view,rating_people,positive_mean,view_mean,rating_people_mean,comment_writer_count,comment_writer,pos_keyword_1,pos_keyword_2,pos_keyword_3,neg_keyword_1,neg_keyword_2,neg_keyword_3,label
15067,이거지롱,0.5291067469969817,0,7,47660,1866.31,56.32911392405063,123234.87658227848,8794.260886075948,30,47660,3003.9,84.30379746835443,123234.87658227848,10578.842784810126,138,zkdl****,드디어,주짓수,기다렸어요,아무것도,있는데,주짓수,1
15067,이거지롱,0.5291067469969817,0,7,47660,1866.31,56.32911392405063,123234.87658227848,8794.260886075948,45,49382,3279.36,54.86392405063291,96116.10759493671,9658.456487341773,138,zkdl****,드디어,주짓수,기다렸어요,아무것도,있는데,주짓수,1
15067,이거지롱,0.5291067469969817,0,7,47660,1866.31,56.32911392405063,123234.87658227848,8794.260886075948,12,35250,2425.44,50.813291139240505,80195.39240506329,9311.980189873419,138,zkdl****,드디어,주짓수,기다렸어요,아무것도,있는데,주짓수,1
15067,이거지롱,0.5291067469969817,0,7,47660,1866.31,56.32911392405063,123234.87658227848,8794.260886075948,15,29969,2298.9,55.18037974683544,71927.29113924051,9014.11743670886,138,zkdl****,드디어,주짓수,기다렸어요,아무것도,있는데,주짓수,1
15067,이거지롱,0.5291067469969817,0,7,47660,1866.31,56.32911392405063,123234.87658227848,8794.260886075948,7,25529,1866.31,56.32911392405063,68165.51582278482,8794.260886075948,138,zkdl****,드디어,주짓수,기다렸어요,아무것도,있는데,주짓수,1
