rating,people,view,id
9.78,260,1738,499733
9.88,235,446,499733
9.82,283,337,499733
9.92,325,335,499733
9.91,314,277,499733
9.81,303,276,499733
9.9,382,189,499733
9.87,361,236,499733
9.9,281,183,499733
9.77,292,216,499733
