rating,people,view,id
9.64,148,25265,704524
9.82,438,47831,704524
9.86,805,55603,704524
9.87,748,61267,704524
9.9,995,68220,704524
9.93,832,56873,704524
9.93,907,56995,704524
9.93,1022,55701,704524
9.91,969,56806,704524
9.9,975,59127,704524
